domain,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Sector,Competitors,Revenue_,salary_c2,Rating_c2,Revenue_c2
data scientist,Novetta,"Herndon, VA","Mc Lean, VA",750.5,2012,Company - Private,Information Technology,"['h2o.ai', 'Nuna', 'Porch', 'Clarity Insights', 'Esri', 'Sauce Labs', 'Amount', 'Persivia', 'Nuna', 'BPA Services', 'Visa Inc.', 'Intrado', 'Netskope', '1904labs', 'Blue Owl', 'Great-Circle Technologies', 'Oversight Systems', 'Avlino', 'HP Inc.', 'SpringML', 'The Buffalo Group', 'HP Inc.', 'h2o.ai', 'Pactera', 'Productive Edge', 'goTRG', 'NMR Consulting', 'Kodiak Robotics', 'iSeatz', 'ThousandEyes', 'Peterson Technology Partners', 'IT Concepts', 'Scientific Research Corporation', 'General Dynamics Information Technology', 'The Buffalo Group', 'Redjack', 'Bridgerock ', 'NuWave Solutions', 'CapTech', 'CentralReach', 'LEAH ', 'Integrate', 'Demandbase', 'Sapphire Digital', 'Formation', 'Autodesk', 'Briq', 'Geomagical ', 'Quick Base', 'Upside Business Travel', 'Visa Inc.', 'My Job Tank', 'ShorePoint', 'h2o.ai', 'Gridiron IT', 'Productive Edge', 'AVANADE', 'h2o.ai', 'Insight Enterprises, Inc.', 'Cogo Labs', 'Western Digital', 'Nuna', 'Autodesk', 'Dodge Data & Analytics', 'CA-One Tech C', 'Seen by In', 'Peterson Technology Partners', 'NuWave Solutions', 'Aptonet Inc', 'P2 Energy Solutions', 'ClearEdge', 'Tapjoy', 'Credit Sesame', 'Deco', 'Redstream Technology', 'Daugherty Business Solutions', 'Cogo Labs', 'TrueAccord', 'DRB Systems', 'Western Digital', 'Corcentric', 'U.Group', 'Calista', 'Sandhills Global', 'Eventbrite', 'Centro', 'Service Express', 'Clarity Insights', 'Autodesk', '605', 'Daugherty Business Solutions', 'Dodge Data & Analytics', 'NS8', 'Tekvalley, Corp.', 'SmartNews, Inc.', 'CA-One Tech C', 'Zylotech', 'Redapt', 'L&T Infotech', 'Seen by In', 'Applied Information Sciences', 'Peterson Technology Partners', 'NuWave Solutions', 'Aptonet Inc', 'General Dynamics Information Technology', 'Autodesk', '', 'SpringML', 'P2 Energy Solutions', 'Esri', 'ClearEdge', 'SpringML', 'Sumo Logic', 'Monte Rosa Therapeu', 'CALIBRE Systems', 'Esri', 'Tapjoy', 'Motorola Solutions', 'Credit Sesame', 'Infosys', 'Deco', 'Redstream Technology', 'Qualifacts Systems, Inc.', 'CALIBRE Systems', 'Nuna', 'Amount', 'MathWorks', 'MetroStar Systems', 'HOVER', 'Kronos', 'IGNW', 'SmartNews, Inc.', 'BPA Services', 'h2o.ai', 'Genesys', 'BRMi', 'Luminar Technologies', 'Emtec, Inc.', 'Meridian Technologies, Inc', 'Glassdoor', 'Esri', 'Collinwood Technology Partners, LLC', 'Homology Medicines, Inc.', 'Kronos', 'OneThree Bio', 'Figure Eight', 'Tapjoy', '1904labs', 'Sage Intacct', 'Scale AI', 'Esri', 'Astreya', 'Change Healthcare', 'MZ', 'HG Insights', 'ClearEdge', 'Sumo Logic', 'SpringML', 'Samsung Research America', 'Cuboid IT Solutions', 'Netskope', 'Pyramid Consulting, Inc.', 'Serigor Inc.', '', 'Monte Rosa Therapeu', 'TechProjects', 'Capgemini', 'Medidata Solutions', 'CALIBRE Systems', 'HP Inc.', 'Tapjoy', 'Visa Inc.', 'Quartet Health', 'Motorola Solutions', 'Credit Sesame', 'CompuF', 'Infosys', 'WeRid', 'ODSC Hiring Par', 'Brillient', 'Entefy', 'Deco', 'Point72 Vent', 'Trace3', 'The Climate Corporation', 'Qualifacts Systems, Inc.', 'Redstream Technology', 'Clarity Insights', 'CALIBRE Systems', 'Factual', 'Signpost', 'Adobe', 'UPM Pharmaceutical Inc', 'MetroStar Systems', 'MathWorks', 'Information Builders', 'Greenway Health', 'HOVER', 'Oversight Systems', 'Confluent', 'Kronos', 'Life360', 'Eventbrite', 'IGNW', 'SmartNews, Inc.', 'h2o.ai', 'Genesys', 'Demandbase', 'Monte Rosa Therapeu', 'Luminar Technologies', 'BRMi', 'IntraEdge', 'Emtec, Inc.', 'Tapjoy', 'Mentor Graphics', 'Glassdoor', 'Meridian Technologies, Inc', 'Esri', 'Blue Owl', 'Collinwood Technology Partners, LLC', 'Homology Medicines, Inc.', 'Kronos', 'Avlino', 'OneThree Bio', 'SafeGraph', 'Figure Eight', 'Tapjoy', 'DoubleVerify', 'Kronos', 'Western Digital', 'Bridg', 'Infosys', 'WeRid', 'Brillient', 'ODSC Hiring Par', 'Deco', 'Entefy', 'Point72 Vent', 'Cuboid IT Solutions', 'Adyen ', 'Trace3', 'The Buffalo Group', 'Technosoft Corporation', 'Senti', 'The Climate Corporation', 'Qualifacts Systems, Inc.', 'Redstream Technology', 'Solugenix Corporation', 'Clarity Insights', 'CALIBRE Systems', 'Factual', 'Edison Software, Inc.', 'SkySync', 'Medidata Solutions', 'Signpost', 'Adobe', 'DatamanUSA, LLC', 'UPM Pharmaceutical Inc', 'MetroStar Systems', 'MathWorks', 'Information Builders', 'Steel Point Solutions, LLC', 'Miracle Software Systems', 'Greenway Health', 'HOVER', 'Kronos', 'Life360', 'Fivestars', 'Eventbrite', 'IGNW']",million,143000.0,4.0,300000000.0
data scientist,Pfizer,"Cambridge, MA","New York, NY",10000.0,1849,Company - Public,Biotech & Pharmaceuticals,"['Blueprint Medicines', 'Novartis', 'New England Biolabs', 'Sartorius', 'Sartorius', 'Berg Health', 'GNS Healthcare', 'Nektar Therapeutics', 'Alector', 'BioMarin Pharmaceutical', 'Apellis Pharmaceuticals', 'Hygiena', 'Alector', 'Alector', 'Genentech', 'Sunovion', 'Alector', 'Rubius Therapeutics', 'Apellis Pharmaceuticals', 'Karyopharm Therapeutics Inc.', 'Tempus Labs', 'Recursion Pharmaceuticals', 'BioMarin Pharmaceutical', 'Rubius Therapeutics', 'Greenwich Biosciences', 'Advanced BioScience Laboratories', 'Genentech', 'Sunovion', 'Genesis Research', 'Alector', 'Genentech', 'Rubius Therapeutics', 'Vanda Pharmaceuticals', 'Apellis Pharmaceuticals', 'Genentech', 'Tempus Labs', 'Novartis', 'Novartis', 'Karyopharm Therapeutics Inc.', 'Recursion Pharmaceuticals', 'BioMarin Pharmaceutical', 'Rubius Therapeutics', 'New England Biolabs', 'Greenwich Biosciences', 'Sunovion', 'Cerus Corporation', 'Novartis', 'AstraZeneca', 'Alector', 'Audentes Therapeutics', 'Advanced BioScience Laboratories', 'Novartis', 'Crown Bioscience', 'Q2 Solutions', 'Q2 Solutions', 'Agios Pharmaceuticals', 'Advanced BioScience Laboratories', 'Sanofi', 'Acceleron Pharma', 'Apellis Pharmaceuticals', 'United BioSource', 'Senti Biosciences', 'Sartorius', 'Recursion Pharmaceuticals', 'BioMarin Pharmaceutical', 'Rubius Therapeutics', 'CareDx', 'Quality Consulting Group', 'Greenwich Biosciences', 'AstraZeneca', 'Sunovion', 'Saama Technologies Inc', 'AstraZeneca', 'Cerus Corporation', 'GSK', 'Novartis', 'AstraZeneca', 'Sartorius', 'Novartis', 'Audentes Therapeutics', 'Alector', 'Advanced BioScience Laboratories', 'Novartis', 'Crown Bioscience', 'Q2 Solutions', 'Q2 Solutions', 'IQVIA', 'GSK', 'PACT Pharma', 'Novartis', 'Novartis', 'Advanced BioScience Laboratories', 'Agios Pharmaceuticals', 'Exelixis', 'Sanofi', 'Novartis', 'Acceleron Pharma', 'Exelixis', 'Apellis Pharmaceuticals', 'AstraZeneca', 'United BioSource', 'Senti Biosciences', 'Apellis Pharmaceuticals', 'Advanced BioScience Laboratories', 'FORMA THERAPEUTICS', 'Agios Pharmaceuticals', 'AstraZeneca', 'Greenwich Biosciences', 'Sunovion', 'Saama Technologies Inc', 'AstraZeneca', 'Cerus Corporation', 'GSK', 'Novartis', 'AstraZeneca', 'AstraZeneca', 'Novartis', 'Alector', 'Audentes Therapeutics', 'Advanced BioScience Laboratories', 'Novartis', '23andMe', 'Crown Bioscience', 'Q2 Solutions', 'Q2 Solutions', 'IQVIA', 'GSK']",billion,86500.0,4.0,75000000.0
data scientist,First Tech Federal Credit Union,"Hillsboro, OR","San Jose, CA",3000.5,1952,Company - Private,Finance,"['Brightside', 'Bill.com', 'TransUnion', 'First Command Financial Services, Inc.', 'State of Wisconsin Investment Board', 'PennyMac', 'Zest AI', 'Octane', 'State of Wisconsin Investment Board', 'Clearwater Analytics', 'PennyMac', 'Cambridge Trust Company', 'OceanFirst Financial', 'Northpointe Bank', 'Zest AI', 'PennyMac', 'Citadel Federal Credit Union', 'Octane', 'Cboe Global Markets', 'Sterling National Bank', 'TransUnion', 'Octane', 'Associated Banc-Corp', 'Zest AI', 'Santander', 'Veterans United Home Loans', 'FHLBank Pittsburgh', 'GreatAmerica Financial Services', 'FLEETCOR', 'Citi', 'Biz2Credit Inc', 'PeoplesBank', 'Citadel Federal Credit Union', 'Octane', 'Cboe Global Markets', 'Two Sigma', 'Sterling National Bank', 'TransUnion', 'Octane', 'Associated Banc-Corp', 'Santander', 'Zest AI', 'Veterans United Home Loans', 'FHLBank Pittsburgh', 'GreatAmerica Financial Services', 'FLEETCOR', 'DTCC', 'Oportun. Inc', 'Bill.com', 'Cboe Global Markets', 'Sterling National Bank', 'TransUnion']",million,99500.0,3.5,300000000.0
data analyst,The Hanover Insurance Group,"Worcester, MA","Worcester, MA",7500.5,1852,Company - Public,Insurance,"['Health IQ', 'Lancer Insurance', 'Liberty Mutual Insurance', 'Swiss Re', 'Amica Mutual', 'DentaQuest', 'BlueCross BlueShield of Tennessee', 'MassMutual', 'Legal & General America', 'Health IQ', 'Plymouth Rock Assurance', 'Argo Group US', 'Acuity Insurance', 'MassMutual', 'Legal & General America', 'Blue Cross & Blue Shield of Rhode Island', 'Ameritas Life Insurance Corp', 'Genworth', 'Trace Data', 'Plymouth Rock Assurance', 'Argo Group US', 'Swiss Re', 'MassMutual', 'MassMutual', 'Brighthouse Financial', 'MassMutual', 'MassMutual', 'Liberty Mutual Insurance', 'National Interstate', 'Arbella Insurance', 'MassMutual', 'Liberty Mutual Insurance', 'Assurant', 'F&G', 'AmeriHealth Caritas', 'Liberty Mutual Insurance', 'MassMutual', 'Brighthouse Financial', 'GNY Insurance Companies', 'Healthfirst', 'MassMutual', 'MassMutual', 'Liberty Mutual Insurance', 'Swiss Re', 'Liberty Mutual Insurance', 'National Interstate', 'Arbella Insurance', 'MassMutual', 'MassMutual', 'MassMutual', 'Liberty Mutual Insurance', 'COUNTRY Financial', 'ICW Group', 'Assurant', 'F&G', 'AmeriHealth Caritas', 'Liberty Mutual Insurance', 'Liberty Mutual Insurance', 'Liberty Mutual Insurance', 'National Interstate', 'Arbella Insurance', 'MassMutual']",billion,47500.0,3.7,75000000.0
data scientist,Pfizer,"Groton, CT","New York, NY",10000.0,1849,Company - Public,Biotech & Pharmaceuticals,"['Blueprint Medicines', 'Novartis', 'New England Biolabs', 'Sartorius', 'Sartorius', 'Berg Health', 'GNS Healthcare', 'Nektar Therapeutics', 'Alector', 'BioMarin Pharmaceutical', 'Apellis Pharmaceuticals', 'Hygiena', 'Alector', 'Alector', 'Genentech', 'Sunovion', 'Alector', 'Rubius Therapeutics', 'Apellis Pharmaceuticals', 'Karyopharm Therapeutics Inc.', 'Tempus Labs', 'Recursion Pharmaceuticals', 'BioMarin Pharmaceutical', 'Rubius Therapeutics', 'Greenwich Biosciences', 'Advanced BioScience Laboratories', 'Genentech', 'Sunovion', 'Genesis Research', 'Alector', 'Genentech', 'Rubius Therapeutics', 'Vanda Pharmaceuticals', 'Apellis Pharmaceuticals', 'Genentech', 'Tempus Labs', 'Novartis', 'Novartis', 'Karyopharm Therapeutics Inc.', 'Recursion Pharmaceuticals', 'BioMarin Pharmaceutical', 'Rubius Therapeutics', 'New England Biolabs', 'Greenwich Biosciences', 'Sunovion', 'Cerus Corporation', 'Novartis', 'AstraZeneca', 'Alector', 'Audentes Therapeutics', 'Advanced BioScience Laboratories', 'Novartis', 'Crown Bioscience', 'Q2 Solutions', 'Q2 Solutions', 'Agios Pharmaceuticals', 'Advanced BioScience Laboratories', 'Sanofi', 'Acceleron Pharma', 'Apellis Pharmaceuticals', 'United BioSource', 'Senti Biosciences', 'Sartorius', 'Recursion Pharmaceuticals', 'BioMarin Pharmaceutical', 'Rubius Therapeutics', 'CareDx', 'Quality Consulting Group', 'Greenwich Biosciences', 'AstraZeneca', 'Sunovion', 'Saama Technologies Inc', 'AstraZeneca', 'Cerus Corporation', 'GSK', 'Novartis', 'AstraZeneca', 'Sartorius', 'Novartis', 'Audentes Therapeutics', 'Alector', 'Advanced BioScience Laboratories', 'Novartis', 'Crown Bioscience', 'Q2 Solutions', 'Q2 Solutions', 'IQVIA', 'GSK', 'PACT Pharma', 'Novartis', 'Novartis', 'Advanced BioScience Laboratories', 'Agios Pharmaceuticals', 'Exelixis', 'Sanofi', 'Novartis', 'Acceleron Pharma', 'Exelixis', 'Apellis Pharmaceuticals', 'AstraZeneca', 'United BioSource', 'Senti Biosciences', 'Apellis Pharmaceuticals', 'Advanced BioScience Laboratories', 'FORMA THERAPEUTICS', 'Agios Pharmaceuticals', 'AstraZeneca', 'Greenwich Biosciences', 'Sunovion', 'Saama Technologies Inc', 'AstraZeneca', 'Cerus Corporation', 'GSK', 'Novartis', 'AstraZeneca', 'AstraZeneca', 'Novartis', 'Alector', 'Audentes Therapeutics', 'Advanced BioScience Laboratories', 'Novartis', '23andMe', 'Crown Bioscience', 'Q2 Solutions', 'Q2 Solutions', 'IQVIA', 'GSK']",billion,84000.0,4.0,75000000.0
data scientist,KnowBe4,"Clearwater, FL","Clearwater, FL",750.5,2010,Company - Private,Business Services,"['Affinity Solutions', 'Logic20/20', 'ManTech', 'Yesler', 'Anson McCade', 'Zimmerman Advertising', 'USEReady', 'C Space', 'Numeric, LLC', 'Grainger', 'EAG Laboratories', 'webfx.com', 'Excella Consulting', 'Gensco', 'Logic20/20', '7Park Data', 'Rapid Response Monitoring', 'Gallup', 'Object Partners', 'Red Ventures', 'Synagro', 'Alliance Source Testing', 'Full Potential Solutions', 'Maven Wave Partners', 'PA Consulting', 'ManTech', 'PatientPoint', 'KSM Consulting', 'ManTech', 'Hamilton Porter LLC', 'OneMagnify', 'IZEA', 'OSI Engineering', 'Credera', 'Spectrum Communications and Consulting', 'ManTech', 'Blend360', 'Hire Resolve', 'Systems Evolution Inc.', 'comScore', 'SullivanCotter', 'NPD', 'Hamilton Porter LLC', 'Bakery Agency', 'Rose International', 'Pro-Sphere Tek', 'OneMagnify', 'Numeric, LLC', 'IZEA', 'Opinion Dynamics', 'WK Dickson', 'ManTech', 'Freedman Healthcare', 'Randstad', 'Southwest Research Institute', 'CyberCoders', 'The Integer Group', 'ManTech', 'Samba TV', 'EAB', 'OSI Engineering', 'Affinity Solutions', 'OSI Engineering', 'FrankCrum Staffing', 'Guidepoint', 'Maven Wave Partners', 'NJF Global Holdings', 'Moser Consulting', 'Zimmerman Advertising', 'Shine Systems', 'QK', 'Praetorian', 'PA Consulting', 'Strategic Employment Partners', 'Southwest Research Institute', 'RTI International', 'TRANZACT', 'Delphi-US', '1-800-FLOWERS.COM, Inc.', 'Numeric, LLC', 'Samba TV', 'EAB', 'OSI Engineering', 'IHS Markit', 'Affinity Solutions', 'Watchful', 'Conch Technologies, Inc', 'OSI Engineering', 'FrankCrum Staffing', 'Guidepoint', 'Maven Wave Partners', 'Crossix Solutions', 'TriNet', 'NJF Global Holdings', 'Moser Consulting', 'Numeric, LLC', 'Shine Systems', 'USEReady', 'Numeric, LLC', 'QK', 'Job Juncture', 'PA Consulting', 'Praetorian', 'Strategic Employment Partners', 'SPINS, LLC', 'Southwest Research Institute', 'RTI International', 'TRANZACT', 'Mitsubishi Electric Research Labs', 'Mitsubishi Electric Research Labs', 'FrankCrum Staffing', 'TRANZACT', 'Two95 International Inc.', 'Vbeyond Corporation', 'CompQsoft', 'Maven Wave Partners', 'Strategic Employment Partners', 'Crossix Solutions', 'Mathematica Policy Research', 'Eliassen Group', 'ConsultNet, LLC', 'TriNet', 'HireResources a Tailored Solutions Company (WO)', 'Jobot', 'Creative Circle, LLC', 'NJF Global Holdings', 'GTN Technical Staffing', 'Numeric, LLC', 'Moser Consulting', 'Numeric, LLC']",million,85000.0,4.8,300000000.0
data scientist,PNNL,"Richland, WA","Richland, WA",3000.5,1965,Government,"Oil, Gas, Energy & Utilities","['Pacific Northwest National Laboratory', 'Associated Electric Cooperative', 'Associated Electric Cooperative', 'P', 'Pacific Northwest National Laboratory']",million,76500.0,3.8,250500000.0
data scientist,Amrock,"Detroit, MI","Detroit, MI",3000.5,1997,Company - Private,Real Estate,"['Equity Residential', 'Equity Residential', 'Maximus Real Estate Partners', 'Equity Residential']",million,96000.0,3.6,250500000.0
data scientist,Novartis,"Cambridge, MA","Basel, Switzerland",10000.0,1996,Company - Public,Biotech & Pharmaceuticals,"['Blueprint Medicines', 'Pfizer', 'Pfizer', 'New England Biolabs', 'Sartorius', 'Sartorius', 'Berg Health', 'GNS Healthcare', 'Nektar Therapeutics', 'Alector', 'BioMarin Pharmaceutical', 'Apellis Pharmaceuticals', 'Hygiena', 'Alector', 'Alector', 'Genentech', 'Sunovion', 'Alector', 'Rubius Therapeutics', 'Apellis Pharmaceuticals', 'Karyopharm Therapeutics Inc.', 'Tempus Labs', 'Recursion Pharmaceuticals', 'BioMarin Pharmaceutical', 'Rubius Therapeutics', 'Greenwich Biosciences', 'Advanced BioScience Laboratories', 'Genentech', 'Pfizer', 'Sunovion', 'Genesis Research', 'Alector', 'Genentech', 'Rubius Therapeutics', 'Pfizer', 'Vanda Pharmaceuticals', 'Apellis Pharmaceuticals', 'Genentech', 'Tempus Labs', 'Karyopharm Therapeutics Inc.', 'Recursion Pharmaceuticals', 'BioMarin Pharmaceutical', 'Rubius Therapeutics', 'New England Biolabs', 'Greenwich Biosciences', 'Sunovion', 'Cerus Corporation', 'AstraZeneca', 'Alector', 'Audentes Therapeutics', 'Advanced BioScience Laboratories', 'Crown Bioscience', 'Q2 Solutions', 'Q2 Solutions', 'Pfizer', 'Agios Pharmaceuticals', 'Advanced BioScience Laboratories', 'Sanofi', 'Acceleron Pharma', 'Apellis Pharmaceuticals', 'United BioSource', 'Senti Biosciences', 'Sartorius', 'Recursion Pharmaceuticals', 'BioMarin Pharmaceutical', 'Rubius Therapeutics', 'CareDx', 'Quality Consulting Group', 'Greenwich Biosciences', 'AstraZeneca', 'Sunovion', 'Saama Technologies Inc', 'AstraZeneca', 'Cerus Corporation', 'GSK', 'AstraZeneca', 'Sartorius', 'Audentes Therapeutics', 'Alector', 'Advanced BioScience Laboratories', 'Crown Bioscience', 'Q2 Solutions', 'Q2 Solutions', 'IQVIA', 'GSK', 'Pfizer', 'PACT Pharma', 'Advanced BioScience Laboratories', 'Agios Pharmaceuticals', 'Exelixis', 'Sanofi', 'Acceleron Pharma', 'Pfizer', 'Exelixis', 'Apellis Pharmaceuticals', 'AstraZeneca', 'United BioSource', 'Senti Biosciences', 'Apellis Pharmaceuticals', 'Advanced BioScience Laboratories', 'FORMA THERAPEUTICS', 'Agios Pharmaceuticals', 'AstraZeneca', 'Greenwich Biosciences', 'Sunovion', 'Saama Technologies Inc', 'AstraZeneca', 'Cerus Corporation', 'GSK', 'AstraZeneca', 'AstraZeneca', 'Alector', 'Audentes Therapeutics', 'Advanced BioScience Laboratories', '23andMe', 'Crown Bioscience', 'Q2 Solutions', 'Q2 Solutions', 'IQVIA', 'GSK']",billion,114500.0,3.8,75000000.0
data scientist,Juniper Networks,"Sunnyvale, CA","Sunnyvale, CA",7500.5,1996,Company - Public,Telecommunications,"['SV Microwave', 'SV Microwave']",billion,121000.0,3.8,3500000000.0
data scientist,New England Biolabs,"Ipswich, MA","Ipswich, MA",350.5,1974,Company - Private,Biotech & Pharmaceuticals,"['Blueprint Medicines', 'Pfizer', 'Pfizer', 'Novartis', 'Sartorius', 'Sartorius', 'Berg Health', 'GNS Healthcare', 'Nektar Therapeutics', 'Alector', 'BioMarin Pharmaceutical', 'Apellis Pharmaceuticals', 'Hygiena', 'Alector', 'Alector', 'Genentech', 'Sunovion', 'Alector', 'Rubius Therapeutics', 'Apellis Pharmaceuticals', 'Karyopharm Therapeutics Inc.', 'Tempus Labs', 'Recursion Pharmaceuticals', 'BioMarin Pharmaceutical', 'Rubius Therapeutics', 'Greenwich Biosciences', 'Advanced BioScience Laboratories', 'Genentech', 'Pfizer', 'Sunovion', 'Genesis Research', 'Alector', 'Genentech', 'Rubius Therapeutics', 'Pfizer', 'Vanda Pharmaceuticals', 'Apellis Pharmaceuticals', 'Genentech', 'Tempus Labs', 'Novartis', 'Novartis', 'Karyopharm Therapeutics Inc.', 'Recursion Pharmaceuticals', 'BioMarin Pharmaceutical', 'Rubius Therapeutics', 'Greenwich Biosciences', 'Sunovion', 'Cerus Corporation', 'Novartis', 'AstraZeneca', 'Alector', 'Audentes Therapeutics', 'Advanced BioScience Laboratories', 'Novartis', 'Crown Bioscience', 'Q2 Solutions', 'Q2 Solutions', 'Pfizer', 'Agios Pharmaceuticals', 'Advanced BioScience Laboratories', 'Sanofi', 'Acceleron Pharma', 'Apellis Pharmaceuticals', 'United BioSource', 'Senti Biosciences', 'Sartorius', 'Recursion Pharmaceuticals', 'BioMarin Pharmaceutical', 'Rubius Therapeutics', 'CareDx', 'Quality Consulting Group', 'Greenwich Biosciences', 'AstraZeneca', 'Sunovion', 'Saama Technologies Inc', 'AstraZeneca', 'Cerus Corporation', 'GSK', 'Novartis', 'AstraZeneca', 'Sartorius', 'Novartis', 'Audentes Therapeutics', 'Alector', 'Advanced BioScience Laboratories', 'Novartis', 'Crown Bioscience', 'Q2 Solutions', 'Q2 Solutions', 'IQVIA', 'GSK', 'Pfizer', 'PACT Pharma', 'Novartis', 'Novartis', 'Advanced BioScience Laboratories', 'Agios Pharmaceuticals', 'Exelixis', 'Sanofi', 'Novartis', 'Acceleron Pharma', 'Pfizer', 'Exelixis', 'Apellis Pharmaceuticals', 'AstraZeneca', 'United BioSource', 'Senti Biosciences', 'Apellis Pharmaceuticals', 'Advanced BioScience Laboratories', 'FORMA THERAPEUTICS', 'Agios Pharmaceuticals', 'AstraZeneca', 'Greenwich Biosciences', 'Sunovion', 'Saama Technologies Inc', 'AstraZeneca', 'Cerus Corporation', 'GSK', 'Novartis', 'AstraZeneca', 'AstraZeneca', 'Novartis', 'Alector', 'Audentes Therapeutics', 'Advanced BioScience Laboratories', 'Novartis', '23andMe', 'Crown Bioscience', 'Q2 Solutions', 'Q2 Solutions', 'IQVIA', 'GSK']",million,112500.0,4.7,75000000.0
